"Station,Date,Time,Dir,Spd,DirStdDev,SpdStdDev,Period,Freq"
"39915,20221116,2000,22,7.4,7.5,0.8,1,H"
"39915,20221116,2100,24,9.0,5.4,1.0,1,H"
"39915,20221116,2200,24,8.5,6.8,1.3,1,H"
"39915,20221116,2300,29,9.1,6.1,1.1,1,H"
"39915,20221117,0000,33,9.0,4.0,1.1,1,H"
"39915,20221117,0100,26,9.3,4.2,0.8,1,H"
"39915,20221117,0200,20,9.2,4.4,0.6,1,H"
"39915,20221117,0300,28,8.1,5.3,0.7,1,H"
"39915,20221117,0400,29,8.2,5.3,0.7,1,H"
"39915,20221117,0500,38,8.6,3.9,0.6,1,H"
"39915,20221117,0600,36,8.4,6.4,0.8,1,H"
"39915,20221117,0700,38,8.0,5.3,0.9,1,H"
"39915,20221117,0800,37,8.9,6.3,0.8,1,H"
"39915,20221117,0900,35,9.6,5.1,0.9,1,H"
"39915,20221117,1000,34,9.6,5.1,0.9,1,H"
"39915,20221117,1100,36,9.9,5.4,1.5,1,H"
"39915,20221117,1200,32,10.5,6.0,1.2,1,H"
"39915,20221117,1300,18,10.1,4.5,1.0,1,H"
"39915,20221117,1400,22,7.3,9.8,0.9,1,H"
"39915,20221117,1500,286,4.9,41.3,1.5,1,H"
"39915,20221117,1600,300,3.2,11.7,0.4,1,H"
"39915,20221117,1700,308,2.8,21.5,0.7,1,H"
"39915,20221117,1800,360,4.1,15.4,0.7,1,H"
"39915,20221117,1900,33,3.3,47.2,1.7,1,H"
"39915,20221117,2000,5,5.2,20.4,1.4,1,H"
"39915,20221117,2100,353,3.2,7.4,0.7,1,H"
"39915,20221117,2200,352,2.0,8.6,0.5,1,H"
"39915,20221117,2300,340,1.3,5.1,0.5,1,H"
"39915,20221118,0000,35,1.8,23.0,1.3,1,H"
"39915,20221118,0100,24,5.9,4.4,0.7,1,H"
"39915,20221118,0200,24,8.3,4.5,0.6,1,H"
"39915,20221118,0300,11,7.8,4.0,0.5,1,H"
"39915,20221118,0400,15,7.1,5.1,0.6,1,H"
"39915,20221118,0500,25,8.7,4.9,0.8,1,H"
"39915,20221118,0600,25,9.2,5.9,0.9,1,H"
"39915,20221118,0700,26,10.0,7.5,0.6,1,H"
"39915,20221118,0800,42,8.7,5.1,0.6,1,H"
"39915,20221118,0900,44,9.4,5.1,1.0,1,H"
"39915,20221118,1000,45,11.4,5.0,0.9,1,H"
"39915,20221118,1100,42,13.0,7.2,1.4,1,H"
"39915,20221118,1200,32,11.5,4.6,1.3,1,H"
"39915,20221118,1300,35,11.4,4.8,1.5,1,H"
"39915,20221118,1400,28,11.9,6.7,1.2,1,H"
"39915,20221118,1500,39,13.3,9.0,2.6,1,H"
"39915,20221118,1600,26,14.0,4.3,1.2,1,H"
"39915,20221118,1700,327,5.5,28.8,3.5,1,H"
"39915,20221118,1800,303,4.7,16.2,1.3,1,H"
"39915,20221118,1900,280,5.4,5.8,0.5,1,H"
"39915,20221118,2000,283,6.2,5.1,0.8,1,H"
"39915,20221118,2100,283,6.1,5.9,0.5,1,H"
"39915,20221118,2200,295,6.3,5.7,0.5,1,H"
"39915,20221118,2300,302,8.0,2.8,0.6,1,H"
"39915,20221119,0000,294,6.8,8.6,1.1,1,H"
"39915,20221119,0100,314,7.0,8.9,1.4,1,H"
"39915,20221119,0200,332,8.7,5.5,0.6,1,H"
"39915,20221119,0300,350,8.8,5.5,0.4,1,H"
"39915,20221119,0400,345,8.4,4.5,0.4,1,H"
"39915,20221119,0500,342,8.3,3.4,0.4,1,H"
"39915,20221119,0600,350,9.5,4.5,0.9,1,H"
"39915,20221119,0700,353,10.8,3.2,0.4,1,H"
"39915,20221119,0800,355,10.1,4.3,1.0,1,H"
"39915,20221119,0900,343,7.7,13.0,1.4,1,H"
"39915,20221119,1000,322,7.6,9.8,1.0,1,H"
"39915,20221119,1100,319,8.0,10.4,1.2,1,H"
"39915,20221119,1200,300,6.5,9.9,1.2,1,H"
"39915,20221119,1300,300,7.3,10.7,1.3,1,H"
"39915,20221119,1400,346,8.4,31.5,1.2,1,H"
"39915,20221119,1500,18,6.1,14.2,2.4,1,H"
"39915,20221119,1600,16,7.7,9.6,1.3,1,H"
"39915,20221119,1700,18,4.6,14.8,1.1,1,H"
"39915,20221119,1800,360,5.5,44.8,4.8,1,H"
"39915,20221119,1900,311,4.4,34.0,1.3,1,H"
"39915,20221119,2000,304,5.2,10.9,1.2,1,H"
"39915,20221119,2100,357,5.0,13.6,0.9,1,H"
"39915,20221119,2200,343,5.4,11.0,0.6,1,H"
"39915,20221119,2300,332,6.3,12.6,0.9,1,H"
"39915,20221120,0000,339,8.4,12.9,0.4,1,H"
"39915,20221120,0100,358,9.1,5.1,0.6,1,H"
"39915,20221120,0200,341,9.9,8.6,0.4,1,H"
"39915,20221120,0300,333,9.6,1.4,0.3,1,H"
"39915,20221120,0400,338,9.7,3.9,0.3,1,H"
"39915,20221120,0500,341,9.2,3.9,0.4,1,H"
"39915,20221120,0600,354,9.4,5.4,0.8,1,H"
"39915,20221120,0700,358,9.5,4.1,1.0,1,H"
"39915,20221120,0800,352,7.6,8.4,1.0,1,H"
"39915,20221120,0900,356,6.6,13.3,1.1,1,H"
"39915,20221120,1000,331,6.1,13.5,1.2,1,H"
"39915,20221120,1100,330,7.3,10.8,1.1,1,H"
"39915,20221120,1200,347,7.3,19.4,1.9,1,H"
"39915,20221120,1300,344,7.7,11.0,1.5,1,H"
"39915,20221120,1400,343,9.3,7.0,1.3,1,H"
"39915,20221120,1500,339,7.2,12.1,1.2,1,H"
"39915,20221120,1600,346,7.4,10.9,1.2,1,H"
"39915,20221120,1700,352,6.6,18.4,1.3,1,H"
"39915,20221120,1800,353,8.9,8.1,0.6,1,H"
"39915,20221120,1900,345,7.1,9.2,1.1,1,H"
"39915,20221120,2000,318,6.9,13.0,1.4,1,H"
"39915,20221120,2100,298,9.2,6.3,1.3,1,H"
"39915,20221120,2200,292,9.5,7.1,0.9,1,H"
"39915,20221120,2300,278,8.7,5.9,1.5,1,H"
"39915,20221121,0000,277,6.9,6.2,1.1,1,H"
"39915,20221121,0100,280,6.5,7.3,0.9,1,H"
"39915,20221121,0200,277,8.0,4.4,1.0,1,H"
"39915,20221121,0300,281,8.1,6.0,0.8,1,H"
"39915,20221121,0400,291,6.7,5.0,0.6,1,H"
"39915,20221121,0500,293,7.5,5.5,0.6,1,H"
"39915,20221121,0600,296,7.2,5.6,0.7,1,H"
"39915,20221121,0700,294,7.1,5.3,1.0,1,H"
"39915,20221121,0800,309,5.1,10.2,0.7,1,H"
"39915,20221121,0900,297,6.9,7.8,1.1,1,H"
"39915,20221121,1000,301,8.3,8.6,1.9,1,H"
"39915,20221121,1100,297,9.0,8.0,1.2,1,H"
"39915,20221121,1200,298,10.4,7.7,1.6,1,H"
"39915,20221121,1300,304,7.2,9.7,1.3,1,H"
"39915,20221121,1400,312,10.7,8.9,2.1,1,H"
"39915,20221121,1500,310,9.2,7.5,1.4,1,H"
"39915,20221121,1600,301,8.4,10.0,1.4,1,H"
"39915,20221121,1700,293,10.8,6.4,1.2,1,H"
"39915,20221121,1800,288,10.7,5.1,0.9,1,H"
"39915,20221121,1900,282,10.5,5.2,0.9,1,H"
"39915,20221121,2000,280,10.4,4.6,0.9,1,H"
"39915,20221121,2100,280,9.1,5.4,0.9,1,H"
"39915,20221121,2200,277,7.9,5.6,0.9,1,H"
"39915,20221121,2300,288,7.2,6.6,0.6,1,H"
"39915,20221122,0000,293,6.4,5.4,0.7,1,H"
"39915,20221122,0100,294,7.1,4.0,0.6,1,H"
"39915,20221122,0200,294,6.5,3.7,0.6,1,H"
"39915,20221122,0300,304,5.5,7.7,0.6,1,H"
"39915,20221122,0400,317,4.5,15.3,0.7,1,H"
"39915,20221122,0500,333,4.7,8.1,0.4,1,H"
"39915,20221122,0600,328,3.7,17.7,0.6,1,H"
"39915,20221122,0700,354,5.4,9.3,0.7,1,H"
"39915,20221122,0800,25,6.2,7.8,0.7,1,H"
"39915,20221122,0900,24,8.0,6.0,1.4,1,H"
"39915,20221122,1000,21,9.6,4.6,0.7,1,H"
"39915,20221122,1100,16,11.9,6.3,1.6,1,H"
"39915,20221122,1200,8,12.8,4.6,1.2,1,H"
"39915,20221122,1300,3,14.9,4.5,1.0,1,H"
"39915,20221122,1400,3,15.2,3.9,0.9,1,H"
"39915,20221122,1500,357,12.6,5.5,1.5,1,H"
"39915,20221122,1600,325,10.4,22.7,2.0,1,H"
"39915,20221122,1700,330,10.4,10.3,1.7,1,H"
"39915,20221122,1800,348,11.6,7.0,1.5,1,H"
"39915,20221122,1900,2,14.0,6.0,1.6,1,H"
"39915,20221122,2000,5,14.9,4.6,1.6,1,H"
"39915,20221122,2100,346,13.0,5.7,1.3,1,H"
"39915,20221122,2200,300,14.2,37.4,1.8,1,H"
"39915,20221122,2300,278,9.6,13.5,1.0,1,H"
"39915,20221123,0000,298,10.3,6.7,0.8,1,H"
"39915,20221123,0100,291,9.0,5.3,1.3,1,H"
"39915,20221123,0200,274,11.2,12.2,2.4,1,H"
"39915,20221123,0300,265,15.2,8.9,2.3,1,H"
"39915,20221123,0400,265,13.6,5.8,2.0,1,H"
"39915,20221123,0500,258,12.8,9.8,2.0,1,H"
"39915,20221123,0600,248,14.1,8.1,2.6,1,H"
"39915,20221123,0700,252,15.8,6.4,1.8,1,H"
"39915,20221123,0800,257,12.4,7.0,2.1,1,H"
"39915,20221123,0900,254,14.0,9.1,2.5,1,H"
"39915,20221123,1000,247,13.2,7.3,2.7,1,H"
"39915,20221123,1100,244,13.8,8.8,2.0,1,H"
"39915,20221123,1200,243,12.9,6.9,1.8,1,H"
"39915,20221123,1300,244,14.2,6.7,1.7,1,H"
"39915,20221123,1400,245,14.3,9.0,1.2,1,H"
"39915,20221123,1500,254,12.7,6.3,1.2,1,H"
"39915,20221123,1600,255,12.8,6.0,1.3,1,H"
"39915,20221123,1700,255,11.6,5.4,1.5,1,H"
"39915,20221123,1800,263,10.5,6.5,1.1,1,H"
"39915,20221123,1900,270,10.5,6.7,1.0,1,H"
"39915,20221123,2000,283,8.6,7.7,1.2,1,H"
"39915,20221123,2100,291,9.3,7.0,1.4,1,H"
"39915,20221123,2200,288,9.3,6.2,1.0,1,H"
"39915,20221123,2300,293,8.6,5.5,1.0,1,H"
"39915,20221124,0000,295,9.5,6.2,1.3,1,H"
"39915,20221124,0100,300,10.2,6.0,1.0,1,H"
"39915,20221124,0200,304,10.1,6.3,1.2,1,H"
"39915,20221124,0300,294,9.8,14.4,1.6,1,H"
"39915,20221124,0400,316,8.8,7.3,1.5,1,H"
"39915,20221124,0500,313,10.2,8.7,1.2,1,H"
"39915,20221124,0600,311,8.4,9.0,1.4,1,H"
"39915,20221124,0700,288,8.8,20.2,1.8,1,H"
"39915,20221124,0800,305,5.6,19.4,1.3,1,H"
"39915,20221124,0900,306,8.5,13.9,1.4,1,H"
"39915,20221124,1000,293,8.5,7.8,1.2,1,H"
"39915,20221124,1100,282,12.4,6.6,1.9,1,H"
"39915,20221124,1200,270,14.6,5.8,1.6,1,H"
"39915,20221124,1300,273,14.7,5.4,1.4,1,H"
"39915,20221124,1400,272,15.7,5.9,1.8,1,H"
"39915,20221124,1500,269,16.8,6.4,2.0,1,H"
"39915,20221124,1600,263,18.2,4.1,1.4,1,H"
"39915,20221124,1700,265,15.2,5.9,1.6,1,H"
"39915,20221124,1800,268,14.9,4.3,1.4,1,H"
"39915,20221124,1900,268,14.1,4.3,1.7,1,H"
"39915,20221124,2000,271,12.6,5.3,1.5,1,H"
"39915,20221124,2100,276,11.8,9.3,1.5,1,H"
"39915,20221124,2200,279,13.5,5.0,1.6,1,H"
"39915,20221124,2300,257,14.2,11.0,1.7,1,H"
"39915,20221125,0000,262,11.2,4.5,1.0,1,H"
"39915,20221125,0100,264,11.6,7.8,1.8,1,H"
"39915,20221125,0200,270,13.0,5.7,1.3,1,H"
"39915,20221125,0300,265,14.1,6.8,1.6,1,H"
"39915,20221125,0400,249,13.8,11.6,2.8,1,H"
"39915,20221125,0500,244,13.0,6.3,2.4,1,H"
"39915,20221125,0600,242,11.4,9.0,1.6,1,H"
"39915,20221125,0700,236,12.1,4.8,0.9,1,H"
"39915,20221125,0800,241,12.2,6.8,1.5,1,H"
"39915,20221125,0900,241,14.2,6.9,1.6,1,H"
"39915,20221125,1000,241,13.8,7.0,1.7,1,H"
"39915,20221125,1100,245,12.5,7.6,1.6,1,H"
"39915,20221125,1200,249,11.9,6.4,1.5,1,H"
"39915,20221125,1300,256,11.0,8.3,1.4,1,H"
"39915,20221125,1400,256,10.8,8.3,1.5,1,H"
"39915,20221125,1500,256,10.7,8.2,1.3,1,H"
"39915,20221125,1600,249,10.8,9.2,1.0,1,H"
"39915,20221125,1700,252,10.0,8.0,1.1,1,H"
"39915,20221125,1800,244,9.6,6.9,1.2,1,H"
"39915,20221125,1900,248,9.4,6.0,1.2,1,H"
"39915,20221125,2000,244,7.5,3.8,0.7,1,H"
"39915,20221125,2100,250,6.8,3.6,0.7,1,H"
"39915,20221125,2200,254,8.2,2.3,0.4,1,H"
"39915,20221125,2300,260,6.7,5.6,1.0,1,H"
"39915,20221126,0000,250,7.0,7.2,0.7,1,H"
"39915,20221126,0100,248,7.4,4.4,0.7,1,H"
"39915,20221126,0200,256,6.0,7.9,1.0,1,H"
"39915,20221126,0300,258,7.4,3.6,0.7,1,H"
"39915,20221126,0400,257,7.6,2.1,0.4,1,H"
"39915,20221126,0500,251,4.8,10.8,1.6,1,H"
"39915,20221126,0600,233,2.9,12.8,0.6,1,H"
"39915,20221126,0700,298,2.3,23.1,0.9,1,H"
"39915,20221126,0800,293,3.7,13.6,0.8,1,H"
"39915,20221126,0900,278,2.5,21.9,1.1,1,H"
"39915,20221126,1000,283,4.7,11.0,1.0,1,H"
"39915,20221126,1100,271,5.2,10.6,0.7,1,H"
"39915,20221126,1200,283,4.5,11.4,1.0,1,H"
"39915,20221126,1300,358,3.7,32.0,0.9,1,H"
"39915,20221126,1400,309,4.2,42.7,1.3,1,H"
"39915,20221126,1500,280,5.7,9.8,0.8,1,H"
"39915,20221126,1600,273,5.0,9.9,0.8,1,H"
"39915,20221126,1700,270,4.9,11.5,0.8,1,H"
"39915,20221126,1800,276,4.8,10.4,0.7,1,H"
"39915,20221126,1900,271,4.8,7.6,0.6,1,H"
"39915,20221126,2000,271,5.0,9.2,1.0,1,H"
"39915,20221126,2100,290,3.9,4.1,0.4,1,H"
"39915,20221126,2200,303,3.7,4.4,0.2,1,H"
"39915,20221126,2300,307,3.9,2.7,0.3,1,H"
"39915,20221127,0000,321,3.8,6.1,0.4,1,H"
"39915,20221127,0100,342,3.9,7.6,0.2,1,H"
"39915,20221127,0200,356,4.1,5.5,0.2,1,H"
"39915,20221127,0300,10,4.4,3.8,0.2,1,H"
"39915,20221127,0400,20,5.4,5.2,0.6,1,H"
"39915,20221127,0500,25,6.8,5.0,0.9,1,H"
"39915,20221127,0600,20,7.3,3.1,0.4,1,H"
"39915,20221127,0700,15,6.7,5.1,0.9,1,H"
"39915,20221127,0800,22,8.0,5.6,0.8,1,H"
"39915,20221127,0900,20,8.6,6.3,0.9,1,H"
"39915,20221127,1000,27,10.0,6.0,1.3,1,H"
"39915,20221127,1100,30,11.9,4.3,1.1,1,H"
"39915,20221127,1200,31,11.4,6.6,1.2,1,H"
"39915,20221127,1300,351,8.9,41.2,2.1,1,H"
"39915,20221127,1400,270,6.4,8.2,0.9,1,H"
"39915,20221127,1500,264,6.1,11.1,0.9,1,H"
"39915,20221127,1600,273,6.3,8.3,1.0,1,H"
"39915,20221127,1700,270,6.7,6.3,0.8,1,H"
"39915,20221127,1800,265,6.1,6.3,0.9,1,H"
"39915,20221127,1900,263,6.1,4.5,0.6,1,H"
"39915,20221127,2000,258,6.0,3.9,0.6,1,H"
"39915,20221127,2100,248,6.6,4.8,0.5,1,H"
"39915,20221127,2200,237,8.5,8.5,1.3,1,H"
"39915,20221127,2300,216,13.6,5.0,1.1,1,H"
"39915,20221128,0000,219,11.7,4.4,1.3,1,H"
"39915,20221128,0100,220,12.2,3.7,0.8,1,H"
"39915,20221128,0200,218,12.6,3.8,1.0,1,H"
"39915,20221128,0300,219,12.8,4.1,1.1,1,H"
"39915,20221128,0400,218,12.5,3.0,1.0,1,H"
"39915,20221128,0500,225,11.5,3.5,1.2,1,H"
"39915,20221128,0600,228,10.2,2.5,0.6,1,H"
"39915,20221128,0700,225,10.2,4.9,0.9,1,H"
"39915,20221128,0800,232,9.6,8.8,1.4,1,H"
"39915,20221128,0900,230,11.9,7.9,1.3,1,H"
"39915,20221128,1000,222,10.3,10.2,2.1,1,H"
"39915,20221128,1100,230,10.8,8.0,1.6,1,H"
"39915,20221128,1200,238,10.0,8.5,1.8,1,H"
"39915,20221128,1300,230,8.7,14.5,1.3,1,H"
"39915,20221128,1400,238,9.6,12.3,1.1,1,H"
"39915,20221128,1500,250,10.1,7.7,1.1,1,H"
"39915,20221128,1600,245,8.4,10.3,0.9,1,H"
"39915,20221128,1700,243,8.5,7.0,0.8,1,H"
"39915,20221128,1800,242,7.9,7.5,0.9,1,H"
"39915,20221128,1900,242,6.2,7.9,0.8,1,H"
"39915,20221128,2000,235,6.0,5.5,0.7,1,H"
"39915,20221128,2100,238,6.3,2.4,0.4,1,H"
"39915,20221128,2200,242,4.9,3.8,0.4,1,H"
"39915,20221128,2300,255,4.7,7.9,0.7,1,H"
"39915,20221129,0000,255,6.2,6.5,0.8,1,H"
"39915,20221129,0100,253,4.6,3.0,0.5,1,H"
"39915,20221129,0200,256,4.5,3.2,0.3,1,H"
"39915,20221129,0300,286,4.4,10.2,0.3,1,H"
"39915,20221129,0400,304,4.8,6.7,0.6,1,H"
"39915,20221129,0500,288,6.1,10.6,0.7,1,H"
"39915,20221129,0600,274,5.8,5.2,0.7,1,H"
"39915,20221129,0700,270,4.6,4.2,0.3,1,H"
"39915,20221129,0800,295,3.0,11.0,0.6,1,H"
"39915,20221129,0900,293,3.1,17.2,1.0,1,H"
"39915,20221129,1000,289,3.2,12.4,0.7,1,H"
"39915,20221129,1100,291,3.2,17.4,0.7,1,H"
"39915,20221129,1200,358,3.4,36.0,1.0,1,H"
"39915,20221129,1300,27,4.8,8.7,1.0,1,H"
"39915,20221129,1400,9,4.1,25.3,0.9,1,H"
"39915,20221129,1500,319,3.9,35.1,1.0,1,H"
"39915,20221129,1600,358,5.2,11.4,0.9,1,H"
"39915,20221129,1700,6,6.5,6.4,0.9,1,H"
"39915,20221129,1800,355,6.9,6.7,0.7,1,H"
"39915,20221129,1900,349,5.5,3.6,0.5,1,H"
"39915,20221129,2000,350,5.7,4.2,0.7,1,H"
"39915,20221129,2100,328,5.9,10.2,1.5,1,H"
"39915,20221129,2200,348,7.3,3.9,1.0,1,H"
"39915,20221129,2300,334,7.1,12.6,0.6,1,H"
"39915,20221130,0000,303,7.8,6.5,0.7,1,H"
"39915,20221130,0100,300,7.0,7.8,1.0,1,H"
"39915,20221130,0200,289,9.2,8.3,1.6,1,H"
"39915,20221130,0300,286,10.4,4.2,0.7,1,H"
"39915,20221130,0400,289,10.2,4.0,0.7,1,H"
"39915,20221130,0500,290,10.0,4.0,1.0,1,H"
"39915,20221130,0600,296,8.6,5.6,0.9,1,H"
"39915,20221130,0700,302,7.5,7.3,1.1,1,H"
"39915,20221130,0800,296,9.5,8.0,1.4,1,H"
"39915,20221130,0900,292,9.9,6.7,1.4,1,H"
"39915,20221130,1000,288,8.7,7.6,1.1,1,H"
"39915,20221130,1100,278,10.6,5.5,1.0,1,H"
"39915,20221130,1200,274,12.9,3.6,1.6,1,H"
"39915,20221130,1300,254,17.5,11.3,2.6,1,H"
"39915,20221130,1400,267,14.1,5.8,2.6,1,H"
"39915,20221130,1500,271,10.6,9.3,1.8,1,H"
"39915,20221130,1600,255,9.8,7.5,1.3,1,H"
"39915,20221130,1700,245,10.8,8.1,1.8,1,H"
"39915,20221130,1800,230,10.9,7.8,1.4,1,H"
"39915,20221130,1900,226,11.6,6.1,2.4,1,H"
"39915,20221130,2000,225,10.9,5.4,1.3,1,H"
"39915,20221130,2100,225,11.0,4.7,1.3,1,H"
"39915,20221130,2200,230,11.2,4.1,1.2,1,H"
"39915,20221130,2300,237,12.6,3.4,0.9,1,H"
"39915,20221201,0000,236,11.8,3.7,0.9,1,H"
"39915,20221201,0100,240,12.2,3.2,1.1,1,H"
"39915,20221201,0200,244,11.8,4.4,1.2,1,H"
"39915,20221201,0300,244,14.0,4.3,1.7,1,H"
"39915,20221201,0400,247,15.6,5.8,1.4,1,H"
"39915,20221201,0500,232,16.3,4.6,1.3,1,H"
"39915,20221201,0600,227,15.9,5.0,2.0,1,H"
"39915,20221201,0700,221,16.6,4.8,1.9,1,H"
"39915,20221201,0800,212,17.4,5.1,2.2,1,H"
"39915,20221201,0900,210,18.1,4.5,1.8,1,H"
"39915,20221201,1000,212,16.6,5.4,2.4,1,H"
"39915,20221201,1100,209,16.2,5.7,2.0,1,H"
"39915,20221201,1200,208,14.2,6.3,1.8,1,H"
"39915,20221201,1300,214,13.7,7.7,1.6,1,H"
"39915,20221201,1400,213,12.5,7.2,1.4,1,H"
"39915,20221201,1500,214,11.8,6.9,1.7,1,H"
"39915,20221201,1600,218,11.6,8.0,1.4,1,H"
"39915,20221201,1700,214,12.8,7.0,1.7,1,H"
"39915,20221201,1800,212,13.1,7.2,1.7,1,H"
"39915,20221201,1900,214,13.9,5.5,1.7,1,H"
"39915,20221201,2000,214,12.6,5.7,1.9,1,H"
"39915,20221201,2100,217,11.1,4.8,1.2,1,H"
"39915,20221201,2200,217,10.3,5.1,1.3,1,H"
"39915,20221201,2300,213,10.8,4.6,1.5,1,H"
"39915,20221202,0000,212,11.8,6.4,1.4,1,H"
"39915,20221202,0100,208,12.2,3.7,1.0,1,H"
"39915,20221202,0200,216,11.1,4.0,0.8,1,H"
"39915,20221202,0300,216,11.8,3.6,0.9,1,H"
"39915,20221202,0400,212,11.2,5.1,1.0,1,H"
"39915,20221202,0500,209,10.8,5.2,1.4,1,H"
"39915,20221202,0600,211,11.6,4.4,1.6,1,H"
"39915,20221202,0700,215,9.9,5.0,1.1,1,H"
"39915,20221202,0800,209,11.0,7.1,2.0,1,H"
"39915,20221202,0900,204,11.2,6.6,1.6,1,H"
"39915,20221202,1000,206,10.1,8.2,1.4,1,H"
"39915,20221202,1100,202,12.2,7.3,1.4,1,H"
"39915,20221202,1200,202,11.9,6.7,1.4,1,H"
"39915,20221202,1300,205,10.6,7.2,1.4,1,H"
"39915,20221202,1400,205,11.3,6.2,1.3,1,H"
"39915,20221202,1500,205,11.3,6.2,1.7,1,H"
"39915,20221202,1600,207,11.7,5.3,1.5,1,H"
"39915,20221202,1700,210,10.6,7.6,1.2,1,H"
"39915,20221202,1800,205,11.0,6.0,1.3,1,H"
"39915,20221202,1900,205,11.6,4.1,1.1,1,H"
"39915,20221202,2000,202,9.3,6.6,1.5,1,H"
"39915,20221202,2100,202,10.2,4.9,1.2,1,H"
"39915,20221202,2200,201,10.6,4.5,1.2,1,H"
"39915,20221202,2300,206,9.3,5.1,1.2,1,H"
"39915,20221203,0000,202,10.1,3.7,1.3,1,H"
"39915,20221203,0100,200,11.2,3.3,1.1,1,H"
"39915,20221203,0200,202,11.8,2.7,1.1,1,H"
"39915,20221203,0300,199,11.1,3.4,0.8,1,H"
"39915,20221203,0400,196,11.2,2.2,0.6,1,H"
"39915,20221203,0500,197,11.0,2.4,0.8,1,H"
"39915,20221203,0600,197,11.4,2.6,0.7,1,H"
"39915,20221203,0700,195,9.1,3.4,0.9,1,H"
"39915,20221203,0800,180,6.6,8.9,1.1,1,H"
"39915,20221203,0900,179,4.9,15.1,1.1,1,H"
"39915,20221203,1000,169,3.8,23.2,1.5,1,H"
"39915,20221203,1100,172,2.4,65.9,1.1,1,H"
"39915,20221203,1200,17,2.7,28.5,1.1,1,H"
"39915,20221203,1300,48,4.9,13.7,0.8,1,H"
"39915,20221203,1400,37,5.5,9.2,0.9,1,H"
"39915,20221203,1500,40,6.5,6.4,0.8,1,H"
"39915,20221203,1600,29,5.3,8.8,0.7,1,H"
"39915,20221203,1700,20,5.4,6.2,0.5,1,H"
"39915,20221203,1800,18,6.6,4.9,0.5,1,H"
"39915,20221203,1900,15,5.8,7.1,0.5,1,H"
"39915,20221203,2000,1,5.4,9.3,0.7,1,H"
"39915,20221203,2100,313,2.2,27.6,1.0,1,H"
"39915,20221203,2200,205,1.8,35.3,0.7,1,H"
"39915,20221203,2300,187,3.7,5.1,0.6,1,H"
"39915,20221204,0000,193,3.6,4.6,0.3,1,H"
"39915,20221204,0100,186,3.8,2.9,0.4,1,H"
"39915,20221204,0200,192,4.2,2.9,0.3,1,H"
"39915,20221204,0300,197,5.1,3.4,0.4,1,H"
"39915,20221204,0400,206,5.7,3.3,0.3,1,H"
"39915,20221204,0500,207,6.4,2.5,0.3,1,H"
"39915,20221204,0600,200,6.3,1.6,0.2,1,H"
"39915,20221204,0700,198,6.5,2.8,0.5,1,H"
"39915,20221204,0800,198,6.2,6.5,0.8,1,H"
"39915,20221204,0900,203,6.6,8.0,1.1,1,H"
"39915,20221204,1000,200,7.0,9.0,1.0,1,H"
"39915,20221204,1100,197,7.1,9.1,1.2,1,H"
"39915,20221204,1200,199,6.6,9.2,1.2,1,H"
"39915,20221204,1300,197,7.5,6.1,1.1,1,H"
"39915,20221204,1400,202,8.0,9.4,1.2,1,H"
"39915,20221204,1500,202,8.4,7.7,1.1,1,H"
"39915,20221204,1600,205,8.3,8.5,1.3,1,H"
"39915,20221204,1700,208,8.0,8.3,1.2,1,H"
"39915,20221204,1800,227,8.0,14.7,1.1,1,H"
"39915,20221204,1900,230,7.4,7.5,0.7,1,H"
"39915,20221204,2000,222,7.3,8.3,1.1,1,H"
"39915,20221204,2100,213,9.4,3.8,0.7,1,H"
"39915,20221204,2200,207,9.4,3.9,1.0,1,H"
"39915,20221204,2300,208,7.3,4.2,0.7,1,H"
"39915,20221205,0000,209,7.8,2.7,0.9,1,H"
"39915,20221205,0100,217,7.4,3.6,0.6,1,H"
"39915,20221205,0200,210,8.1,2.6,0.5,1,H"
"39915,20221205,0300,215,8.4,5.5,0.7,1,H"
"39915,20221205,0400,215,8.0,5.2,0.6,1,H"
"39915,20221205,0500,227,7.5,7.3,0.7,1,H"
"39915,20221205,0600,225,7.1,6.2,1.0,1,H"
"39915,20221205,0700,227,6.1,9.2,0.9,1,H"
"39915,20221205,0800,221,6.6,8.0,0.8,1,H"
"39915,20221205,0900,221,6.4,10.3,0.9,1,H"
"39915,20221205,1000,218,6.6,13.7,0.9,1,H"
"39915,20221205,1100,205,6.8,8.0,1.0,1,H"
"39915,20221205,1200,203,6.9,9.7,0.9,1,H"
"39915,20221205,1300,204,6.6,10.0,1.0,1,H"
"39915,20221205,1400,204,5.9,11.8,1.1,1,H"
"39915,20221205,1500,203,6.5,8.4,1.0,1,H"
"39915,20221205,1600,208,5.2,15.6,1.3,1,H"
"39915,20221205,1700,202,5.1,11.4,1.0,1,H"
"39915,20221205,1800,201,5.8,7.0,1.0,1,H"
"39915,20221205,1900,195,6.1,5.1,0.7,1,H"
"39915,20221205,2000,196,6.2,3.8,0.5,1,H"
"39915,20221205,2100,201,4.0,3.4,0.7,1,H"
"39915,20221205,2200,211,3.0,4.2,0.2,1,H"
"39915,20221205,2300,212,3.2,2.4,0.3,1,H"
"39915,20221206,0000,225,2.5,3.3,0.2,1,H"
"39915,20221206,0100,230,2.8,3.9,0.3,1,H"
"39915,20221206,0200,224,4.3,2.7,0.5,1,H"
"39915,20221206,0300,214,5.2,4.1,0.2,1,H"
"39915,20221206,0400,212,4.6,5.1,0.5,1,H"
